emoji,short_name,codepoints,keywords,category,subcategory,sort_order
🏄🏽,person_surfing_medium_skin_tone,1F3C4 1F3FD,person surfing medium skin tone,People & Body,person-sport,1939
🏄🏾,person_surfing_medium_dark_skin_tone,1F3C4 1F3FE,person surfing medium dark skin tone,People & Body,person-sport,1940
🏄🏿,person_surfing_dark_skin_tone,1F3C4 1F3FF,person surfing dark skin tone,People & Body,person-sport,1941
🏄‍♂️,man_surfing,1F3C4 200D 2642 FE0F,man surfing,People & Body,person-sport,1942
🏄🏻‍♂️,man_surfing_light_skin_tone,1F3C4 1F3FB 200D 2642 FE0F,man surfing light skin tone,People & Body,person-sport,1943
🏄🏼‍♂️,man_surfing_medium_light_skin_tone,1F3C4 1F3FC 200D 2642 FE0F,man surfing medium light skin tone,People & Body,person-sport,1944
🏄🏽‍♂️,man_surfing_medium_skin_tone,1F3C4 1F3FD 200D 2642 FE0F,man surfing medium skin tone,People & Body,person-sport,1945
🏄🏾‍♂️,man_surfing_medium_dark_skin_tone,1F3C4 1F3FE 200D 2642 FE0F,man surfing medium dark skin tone,People & Body,person-sport,1946
🏄🏿‍♂️,man_surfing_dark_skin_tone,1F3C4 1F3FF 200D 2642 FE0F,man surfing dark skin tone,People & Body,person-sport,1947
🏄‍♀️,woman_surfing,1F3C4 200D 2640 FE0F,woman surfing,People & Body,person-sport,1948
🏄🏻‍♀️,woman_surfing_light_skin_tone,1F3C4 1F3FB 200D 2640 FE0F,woman surfing light skin tone,People & Body,person-sport,1949
🏄🏼‍♀️,woman_surfing_medium_light_skin_tone,1F3C4 1F3FC 200D 2640 FE0F,woman surfing medium light skin tone,People & Body,person-sport,1950
🏄🏽‍♀️,woman_surfing_medium_skin_tone,1F3C4 1F3FD 200D 2640 FE0F,woman surfing medium skin tone,People & Body,person-sport,1951
🏄🏾‍♀️,woman_surfing_medium_dark_skin_tone,1F3C4 1F3FE 200D 2640 FE0F,woman surfing medium dark skin tone,People & Body,person-sport,1952
🏄🏿‍♀️,woman_surfing_dark_skin_tone,1F3C4 1F3FF 200D 2640 FE0F,woman surfing dark skin tone,People & Body,person-sport,1953
🚣,person_rowing_boat,1F6A3,person rowing boat,People & Body,person-sport,1954
🚣🏻,person_rowing_boat_light_skin_tone,1F6A3 1F3FB,person rowing boat light skin tone,People & Body,person-sport,1955
🚣🏼,person_rowing_boat_medium_light_skin_tone,1F6A3 1F3FC,person rowing boat medium light skin tone,People & Body,person-sport,1956
🚣🏽,person_rowing_boat_medium_skin_tone,1F6A3 1F3FD,person rowing boat medium skin tone,People & Body,person-sport,1957
🚣🏾,person_rowing_boat_medium_dark_skin_tone,1F6A3 1F3FE,person rowing boat medium dark skin tone,People & Body,person-sport,1958
🚣🏿,person_rowing_boat_dark_skin_tone,1F6A3 1F3FF,person rowing boat dark skin tone,People & Body,person-sport,1959
🚣‍♂️,man_rowing_boat,1F6A3 200D 2642 FE0F,man rowing boat,People & Body,person-sport,1960
🚣🏻‍♂️,man_rowing_boat_light_skin_tone,1F6A3 1F3FB 200D 2642 FE0F,man rowing boat light skin tone,People & Body,person-sport,1961
🚣🏼‍♂️,man_rowing_boat_medium_light_skin_tone,1F6A3 1F3FC 200D 2642 FE0F,man rowing boat medium light skin tone,People & Body,person-sport,1962
🚣🏽‍♂️,man_rowing_boat_medium_skin_tone,1F6A3 1F3FD 200D 2642 FE0F,man rowing boat medium skin tone,People & Body,person-sport,1963
🚣🏾‍♂️,man_rowing_boat_medium_dark_skin_tone,1F6A3 1F3FE 200D 2642 FE0F,man rowing boat medium dark skin tone,People & Body,person-sport,1964
🚣🏿‍♂️,man_rowing_boat_dark_skin_tone,1F6A3 1F3FF 200D 2642 FE0F,man rowing boat dark skin tone,People & Body,person-sport,1965
🚣‍♀️,woman_rowing_boat,1F6A3 200D 2640 FE0F,woman rowing boat,People & Body,person-sport,1966
🚣🏻‍♀️,woman_rowing_boat_light_skin_tone,1F6A3 1F3FB 200D 2640 FE0F,woman rowing boat light skin tone,People & Body,person-sport,1967
🚣🏼‍♀️,woman_rowing_boat_medium_light_skin_tone,1F6A3 1F3FC 200D 2640 FE0F,woman rowing boat medium light skin tone,People & Body,person-sport,1968
🚣🏽‍♀️,woman_rowing_boat_medium_skin_tone,1F6A3 1F3FD 200D 2640 FE0F,woman rowing boat medium skin tone,People & Body,person-sport,1969
🚣🏾‍♀️,woman_rowing_boat_medium_dark_skin_tone,1F6A3 1F3FE 200D 2640 FE0F,woman rowing boat medium dark skin tone,People & Body,person-sport,1970
🚣🏿‍♀️,woman_rowing_boat_dark_skin_tone,1F6A3 1F3FF 200D 2640 FE0F,woman rowing boat dark skin tone,People & Body,person-sport,1971
🏊️,person_swimming,1F3CA FE0F,person swimming,People & Body,person-sport,1972
🏊🏻,person_swimming_light_skin_tone,1F3CA 1F3FB,person swimming light skin tone,People & Body,person-sport,1973
🏊🏼,person_swimming_medium_light_skin_tone,1F3CA 1F3FC,person swimming medium light skin tone,People & Body,person-sport,1974
🏊🏽,person_swimming_medium_skin_tone,1F3CA 1F3FD,person swimming medium skin tone,People & Body,person-sport,1975
🏊🏾,person_swimming_medium_dark_skin_tone,1F3CA 1F3FE,person swimming medium dark skin tone,People & Body,person-sport,1976
🏊🏿,person_swimming_dark_skin_tone,1F3CA 1F3FF,person swimming dark skin tone,People & Body,person-sport,1977
🏊‍♂️,man_swimming,1F3CA 200D 2642 FE0F,man swimming,People & Body,person-sport,1978
🏊🏻‍♂️,man_swimming_light_skin_tone,1F3CA 1F3FB 200D 2642 FE0F,man swimming light skin tone,People & Body,person-sport,1979
🏊🏼‍♂️,man_swimming_medium_light_skin_tone,1F3CA 1F3FC 200D 2642 FE0F,man swimming medium light skin tone,People & Body,person-sport,1980
🏊🏽‍♂️,man_swimming_medium_skin_tone,1F3CA 1F3FD 200D 2642 FE0F,man swimming medium skin tone,People & Body,person-sport,1981
🏊🏾‍♂️,man_swimming_medium_dark_skin_tone,1F3CA 1F3FE 200D 2642 FE0F,man swimming medium dark skin tone,People & Body,person-sport,1982
🏊🏿‍♂️,man_swimming_dark_skin_tone,1F3CA 1F3FF 200D 2642 FE0F,man swimming dark skin tone,People & Body,person-sport,1983
🏊‍♀️,woman_swimming,1F3CA 200D 2640 FE0F,woman swimming,People & Body,person-sport,1984
🏊🏻‍♀️,woman_swimming_light_skin_tone,1F3CA 1F3FB 200D 2640 FE0F,woman swimming light skin tone,People & Body,person-sport,1985
🏊🏼‍♀️,woman_swimming_medium_light_skin_tone,1F3CA 1F3FC 200D 2640 FE0F,woman swimming medium light skin tone,People & Body,person-sport,1986
🏊🏽‍♀️,woman_swimming_medium_skin_tone,1F3CA 1F3FD 200D 2640 FE0F,woman swimming medium skin tone,People & Body,person-sport,1987
🏊🏾‍♀️,woman_swimming_medium_dark_skin_tone,1F3CA 1F3FE 200D 2640 FE0F,woman swimming medium dark skin tone,People & Body,person-sport,1988
🏊🏿‍♀️,woman_swimming_dark_skin_tone,1F3CA 1F3FF 200D 2640 FE0F,woman swimming dark skin tone,People & Body,person-sport,1989
⛹️,person_bouncing_ball,26F9 FE0F,person bouncing ball,People & Body,person-sport,1990
⛹🏻,person_bouncing_ball_light_skin_tone,26F9 1F3FB,person bouncing ball light skin tone,People & Body,person-sport,1991
⛹🏼,person_bouncing_ball_medium_light_skin_tone,26F9 1F3FC,person bouncing ball medium light skin tone,People & Body,person-sport,1992
⛹🏽,person_bouncing_ball_medium_skin_tone,26F9 1F3FD,person bouncing ball medium skin tone,People & Body,person-sport,1993
⛹🏾,person_bouncing_ball_medium_dark_skin_tone,26F9 1F3FE,person bouncing ball medium dark skin tone,People & Body,person-sport,1994
⛹🏿,person_bouncing_ball_dark_skin_tone,26F9 1F3FF,person bouncing ball dark skin tone,People & Body,person-sport,1995
⛹️‍♂️,man_bouncing_ball,26F9 FE0F 200D 2642 FE0F,man bouncing ball,People & Body,person-sport,1996
⛹🏻‍♂️,man_bouncing_ball_light_skin_tone,26F9 1F3FB 200D 2642 FE0F,man bouncing ball light skin tone,People & Body,person-sport,1997
⛹🏼‍♂️,man_bouncing_ball_medium_light_skin_tone,26F9 1F3FC 200D 2642 FE0F,man bouncing ball medium light skin tone,People & Body,person-sport,1998
⛹🏽‍♂️,man_bouncing_ball_medium_skin_tone,26F9 1F3FD 200D 2642 FE0F,man bouncing ball medium skin tone,People & Body,person-sport,1999
⛹🏾‍♂️,man_bouncing_ball_medium_dark_skin_tone,26F9 1F3FE 200D 2642 FE0F,man bouncing ball medium dark skin tone,People & Body,person-sport,2000
⛹🏿‍♂️,man_bouncing_ball_dark_skin_tone,26F9 1F3FF 200D 2642 FE0F,man bouncing ball dark skin tone,People & Body,person-sport,2001
⛹️‍♀️,woman_bouncing_ball,26F9 FE0F 200D 2640 FE0F,woman bouncing ball,People & Body,person-sport,2002
⛹🏻‍♀️,woman_bouncing_ball_light_skin_tone,26F9 1F3FB 200D 2640 FE0F,woman bouncing ball light skin tone,People & Body,person-sport,2003
⛹🏼‍♀️,woman_bouncing_ball_medium_light_skin_tone,26F9 1F3FC 200D 2640 FE0F,woman bouncing ball medium light skin tone,People & Body,person-sport,2004
⛹🏽‍♀️,woman_bouncing_ball_medium_skin_tone,26F9 1F3FD 200D 2640 FE0F,woman bouncing ball medium skin tone,People & Body,person-sport,2005
⛹🏾‍♀️,woman_bouncing_ball_medium_dark_skin_tone,26F9 1F3FE 200D 2640 FE0F,woman bouncing ball medium dark skin tone,People & Body,person-sport,2006
⛹🏿‍♀️,woman_bouncing_ball_dark_skin_tone,26F9 1F3FF 200D 2640 FE0F,woman bouncing ball dark skin tone,People & Body,person-sport,2007
🏋️,person_lifting_weights,1F3CB FE0F,person lifting weights,People & Body,person-sport,2008
🏋🏻,person_lifting_weights_light_skin_tone,1F3CB 1F3FB,person lifting weights light skin tone,People & Body,person-sport,2009
🏋🏼,person_lifting_weights_medium_light_skin_tone,1F3CB 1F3FC,person lifting weights medium light skin tone,People & Body,person-sport,2010
🏋🏽,person_lifting_weights_medium_skin_tone,1F3CB 1F3FD,person lifting weights medium skin tone,People & Body,person-sport,2011
🏋🏾,person_lifting_weights_medium_dark_skin_tone,1F3CB 1F3FE,person lifting weights medium dark skin tone,People & Body,person-sport,2012
🏋🏿,person_lifting_weights_dark_skin_tone,1F3CB 1F3FF,person lifting weights dark skin tone,People & Body,person-sport,2013
🏋️‍♂️,man_lifting_weights,1F3CB FE0F 200D 2642 FE0F,man lifting weights,People & Body,person-sport,2014
🏋🏻‍♂️,man_lifting_weights_light_skin_tone,1F3CB 1F3FB 200D 2642 FE0F,man lifting weights light skin tone,People & Body,person-sport,2015
🏋🏼‍♂️,man_lifting_weights_medium_light_skin_tone,1F3CB 1F3FC 200D 2642 FE0F,man lifting weights medium light skin tone,People & Body,person-sport,2016
🏋🏽‍♂️,man_lifting_weights_medium_skin_tone,1F3CB 1F3FD 200D 2642 FE0F,man lifting weights medium skin tone,People & Body,person-sport,2017
🏋🏾‍♂️,man_lifting_weights_medium_dark_skin_tone,1F3CB 1F3FE 200D 2642 FE0F,man lifting weights medium dark skin tone,People & Body,person-sport,2018
🏋🏿‍♂️,man_lifting_weights_dark_skin_tone,1F3CB 1F3FF 200D 2642 FE0F,man lifting weights dark skin tone,People & Body,person-sport,2019
🏋️‍♀️,woman_lifting_weights,1F3CB FE0F 200D 2640 FE0F,woman lifting weights,People & Body,person-sport,2020
🏋🏻‍♀️,woman_lifting_weights_light_skin_tone,1F3CB 1F3FB 200D 2640 FE0F,woman lifting weights light skin tone,People & Body,person-sport,2021
🏋🏼‍♀️,woman_lifting_weights_medium_light_skin_tone,1F3CB 1F3FC 200D 2640 FE0F,woman lifting weights medium light skin tone,People & Body,person-sport,2022
🏋🏽‍♀️,woman_lifting_weights_medium_skin_tone,1F3CB 1F3FD 200D 2640 FE0F,woman lifting weights medium skin tone,People & Body,person-sport,2023
🏋🏾‍♀️,woman_lifting_weights_medium_dark_skin_tone,1F3CB 1F3FE 200D 2640 FE0F,woman lifting weights medium dark skin tone,People & Body,person-sport,2024
🏋🏿‍♀️,woman_lifting_weights_dark_skin_tone,1F3CB 1F3FF 200D 2640 FE0F,woman lifting weights dark skin tone,People & Body,person-sport,2025
🚴,person_biking,1F6B4,person biking,People & Body,person-sport,2026
🚴🏻,person_biking_light_skin_tone,1F6B4 1F3FB,person biking light skin tone,People & Body,person-sport,2027
🚴🏼,person_biking_medium_light_skin_tone,1F6B4 1F3FC,person biking medium light skin tone,People & Body,person-sport,2028
🚴🏽,person_biking_medium_skin_tone,1F6B4 1F3FD,person biking medium skin tone,People & Body,person-sport,2029
🚴🏾,person_biking_medium_dark_skin_tone,1F6B4 1F3FE,person biking medium dark skin tone,People & Body,person-sport,2030
🚴🏿,person_biking_dark_skin_tone,1F6B4 1F3FF,person biking dark skin tone,People & Body,person-sport,2031
🚴‍♂️,man_biking,1F6B4 200D 2642 FE0F,man biking,People & Body,person-sport,2032
🚴🏻‍♂️,man_biking_light_skin_tone,1F6B4 1F3FB 200D 2642 FE0F,man biking light skin tone,People & Body,person-sport,2033
🚴🏼‍♂️,man_biking_medium_light_skin_tone,1F6B4 1F3FC 200D 2642 FE0F,man biking medium light skin tone,People & Body,person-sport,2034
🚴🏽‍♂️,man_biking_medium_skin_tone,1F6B4 1F3FD 200D 2642 FE0F,man biking medium skin tone,People & Body,person-sport,2035
🚴🏾‍♂️,man_biking_medium_dark_skin_tone,1F6B4 1F3FE 200D 2642 FE0F,man biking medium dark skin tone,People & Body,person-sport,2036
🚴🏿‍♂️,man_biking_dark_skin_tone,1F6B4 1F3FF 200D 2642 FE0F,man biking dark skin tone,People & Body,person-sport,2037
🚴‍♀️,woman_biking,1F6B4 200D 2640 FE0F,woman biking,People & Body,person-sport,2038
🚴🏻‍♀️,woman_biking_light_skin_tone,1F6B4 1F3FB 200D 2640 FE0F,woman biking light skin tone,People & Body,person-sport,2039
🚴🏼‍♀️,woman_biking_medium_light_skin_tone,1F6B4 1F3FC 200D 2640 FE0F,woman biking medium light skin tone,People & Body,person-sport,2040
🚴🏽‍♀️,woman_biking_medium_skin_tone,1F6B4 1F3FD 200D 2640 FE0F,woman biking medium skin tone,People & Body,person-sport,2041
🚴🏾‍♀️,woman_biking_medium_dark_skin_tone,1F6B4 1F3FE 200D 2640 FE0F,woman biking medium dark skin tone,People & Body,person-sport,2042
🚴🏿‍♀️,woman_biking_dark_skin_tone,1F6B4 1F3FF 200D 2640 FE0F,woman biking dark skin tone,People & Body,person-sport,2043
🚵,person_mountain_biking,1F6B5,person mountain biking,People & Body,person-sport,2044
🚵🏻,person_mountain_biking_light_skin_tone,1F6B5 1F3FB,person mountain biking light skin tone,People & Body,person-sport,2045
🚵🏼,person_mountain_biking_medium_light_skin_tone,1F6B5 1F3FC,person mountain biking medium light skin tone,People & Body,person-sport,2046
🚵🏽,person_mountain_biking_medium_skin_tone,1F6B5 1F3FD,person mountain biking medium skin tone,People & Body,person-sport,2047
🚵🏾,person_mountain_biking_medium_dark_skin_tone,1F6B5 1F3FE,person mountain biking medium dark skin tone,People & Body,person-sport,2048
🚵🏿,person_mountain_biking_dark_skin_tone,1F6B5 1F3FF,person mountain biking dark skin tone,People & Body,person-sport,2049
🚵‍♂️,man_mountain_biking,1F6B5 200D 2642 FE0F,man mountain biking,People & Body,person-sport,2050
🚵🏻‍♂️,man_mountain_biking_light_skin_tone,1F6B5 1F3FB 200D 2642 FE0F,man mountain biking light skin tone,People & Body,person-sport,2051
🚵🏼‍♂️,man_mountain_biking_medium_light_skin_tone,1F6B5 1F3FC 200D 2642 FE0F,man mountain biking medium light skin tone,People & Body,person-sport,2052
🚵🏽‍♂️,man_mountain_biking_medium_skin_tone,1F6B5 1F3FD 200D 2642 FE0F,man mountain biking medium skin tone,People & Body,person-sport,2053
🚵🏾‍♂️,man_mountain_biking_medium_dark_skin_tone,1F6B5 1F3FE 200D 2642 FE0F,man mountain biking medium dark skin tone,People & Body,person-sport,2054
🚵🏿‍♂️,man_mountain_biking_dark_skin_tone,1F6B5 1F3FF 200D 2642 FE0F,man mountain biking dark skin tone,People & Body,person-sport,2055
🚵‍♀️,woman_mountain_biking,1F6B5 200D 2640 FE0F,woman mountain biking,People & Body,person-sport,2056
🚵🏻‍♀️,woman_mountain_biking_light_skin_tone,1F6B5 1F3FB 200D 2640 FE0F,woman mountain biking light skin tone,People & Body,person-sport,2057
🚵🏼‍♀️,woman_mountain_biking_medium_light_skin_tone,1F6B5 1F3FC 200D 2640 FE0F,woman mountain biking medium light skin tone,People & Body,person-sport,2058
🚵🏽‍♀️,woman_mountain_biking_medium_skin_tone,1F6B5 1F3FD 200D 2640 FE0F,woman mountain biking medium skin tone,People & Body,person-sport,2059
🚵🏾‍♀️,woman_mountain_biking_medium_dark_skin_tone,1F6B5 1F3FE 200D 2640 FE0F,woman mountain biking medium dark skin tone,People & Body,person-sport,2060
🚵🏿‍♀️,woman_mountain_biking_dark_skin_tone,1F6B5 1F3FF 200D 2640 FE0F,woman mountain biking dark skin tone,People & Body,person-sport,2061
🤸,person_cartwheeling,1F938,person cartwheeling,People & Body,person-sport,2062
🤸🏻,person_cartwheeling_light_skin_tone,1F938 1F3FB,person cartwheeling light skin tone,People & Body,person-sport,2063
🤸🏼,person_cartwheeling_medium_light_skin_tone,1F938 1F3FC,person cartwheeling medium light skin tone,People & Body,person-sport,2064
🤸🏽,person_cartwheeling_medium_skin_tone,1F938 1F3FD,person cartwheeling medium skin tone,People & Body,person-sport,2065
🤸🏾,person_cartwheeling_medium_dark_skin_tone,1F938 1F3FE,person cartwheeling medium dark skin tone,People & Body,person-sport,2066
🤸🏿,person_cartwheeling_dark_skin_tone,1F938 1F3FF,person cartwheeling dark skin tone,People & Body,person-sport,2067
🤸‍♂️,man_cartwheeling,1F938 200D 2642 FE0F,man cartwheeling,People & Body,person-sport,2068
🤸🏻‍♂️,man_cartwheeling_light_skin_tone,1F938 1F3FB 200D 2642 FE0F,man cartwheeling light skin tone,People & Body,person-sport,2069
🤸🏼‍♂️,man_cartwheeling_medium_light_skin_tone,1F938 1F3FC 200D 2642 FE0F,man cartwheeling medium light skin tone,People & Body,person-sport,2070
🤸🏽‍♂️,man_cartwheeling_medium_skin_tone,1F938 1F3FD 200D 2642 FE0F,man cartwheeling medium skin tone,People & Body,person-sport,2071
🤸🏾‍♂️,man_cartwheeling_medium_dark_skin_tone,1F938 1F3FE 200D 2642 FE0F,man cartwheeling medium dark skin tone,People & Body,person-sport,2072
🤸🏿‍♂️,man_cartwheeling_dark_skin_tone,1F938 1F3FF 200D 2642 FE0F,man cartwheeling dark skin tone,People & Body,person-sport,2073
🤸‍♀️,woman_cartwheeling,1F938 200D 2640 FE0F,woman cartwheeling,People & Body,person-sport,2074
🤸🏻‍♀️,woman_cartwheeling_light_skin_tone,1F938 1F3FB 200D 2640 FE0F,woman cartwheeling light skin tone,People & Body,person-sport,2075
🤸🏼‍♀️,woman_cartwheeling_medium_light_skin_tone,1F938 1F3FC 200D 2640 FE0F,woman cartwheeling medium light skin tone,People & Body,person-sport,2076
🤸🏽‍♀️,woman_cartwheeling_medium_skin_tone,1F938 1F3FD 200D 2640 FE0F,woman cartwheeling medium skin tone,People & Body,person-sport,2077
🤸🏾‍♀️,woman_cartwheeling_medium_dark_skin_tone,1F938 1F3FE 200D 2640 FE0F,woman cartwheeling medium dark skin tone,People & Body,person-sport,2078
🤸🏿‍♀️,woman_cartwheeling_dark_skin_tone,1F938 1F3FF 200D 2640 FE0F,woman cartwheeling dark skin tone,People & Body,person-sport,2079
🤼,people_wrestling,1F93C,people wrestling,People & Body,person-sport,2080
🤼🏻,people_wrestling_light_skin_tone,1F93C 1F3FB,people wrestling light skin tone,People & Body,person-sport,2081
🤼🏼,people_wrestling_medium_light_skin_tone,1F93C 1F3FC,people wrestling medium light skin tone,People & Body,person-sport,2082
🤼🏽,people_wrestling_medium_skin_tone,1F93C 1F3FD,people wrestling medium skin tone,People & Body,person-sport,2083
🤼🏾,people_wrestling_medium_dark_skin_tone,1F93C 1F3FE,people wrestling medium dark skin tone,People & Body,person-sport,2084
🤼🏿,people_wrestling_dark_skin_tone,1F93C 1F3FF,people wrestling dark skin tone,People & Body,person-sport,2085
🤼‍♂️,men_wrestling,1F93C 200D 2642 FE0F,men wrestling,People & Body,person-sport,2086
🤼🏻‍♂️,men_wrestling_light_skin_tone,1F93C 1F3FB 200D 2642 FE0F,men wrestling light skin tone,People & Body,person-sport,2087
🤼🏼‍♂️,men_wrestling_medium_light_skin_tone,1F93C 1F3FC 200D 2642 FE0F,men wrestling medium light skin tone,People & Body,person-sport,2088
🤼🏽‍♂️,men_wrestling_medium_skin_tone,1F93C 1F3FD 200D 2642 FE0F,men wrestling medium skin tone,People & Body,person-sport,2089
🤼🏾‍♂️,men_wrestling_medium_dark_skin_tone,1F93C 1F3FE 200D 2642 FE0F,men wrestling medium dark skin tone,People & Body,person-sport,2090
🤼🏿‍♂️,men_wrestling_dark_skin_tone,1F93C 1F3FF 200D 2642 FE0F,men wrestling dark skin tone,People & Body,person-sport,2091
🤼‍♀️,women_wrestling,1F93C 200D 2640 FE0F,women wrestling,People & Body,person-sport,2092
🤼🏻‍♀️,women_wrestling_light_skin_tone,1F93C 1F3FB 200D 2640 FE0F,women wrestling light skin tone,People & Body,person-sport,2093
